Ticker;Company Name;Time;LTFL;STFL;MIFL;WACC;COMPSIZE;ROA;GROWTH;FATA;NDTS;MTB;DIV;SIZEBD;INDEPD;CEODUO;BIGF;WOMEN;PNDM
BELU.MM;Beluga Group PAO;2017;0,35;0,05;0,29;0,05;24,44;0,02;0,04;0,4;0,01;0,86;0;7;0,29;0;0;0;0
BELU.MM;Beluga Group PAO;2016;0,25;0,14;0,26;0,05;24,36;0,01;0,43;0,41;0,01;0,83;0;7;0,29;0;0;0;0
BELU.MM;Beluga Group PAO;2015;0,23;0,13;0,29;0,09;24,3;0,01;-0,19;0,4;0,02;0,65;0;7;0,29;0;0;0;0
ENRU.MM;Enel Rossiya PAO;2021;0,41;0,13;0,46;0,06;25,24;0,03;-0,2;0,79;0,03;0,71;0;11;0,45;1;1;0,18;1
ENRU.MM;Enel Rossiya PAO;2020;0,33;0,12;0,37;0,05;25,06;0,05;-0,47;0,73;0,03;0,78;0,07;11;0,45;1;1;0,09;1
ENRU.MM;Enel Rossiya PAO;2019;0,26;0,04;0,24;0,07;24,97;0,01;-0,09;0,65;0,05;0,85;0,13;11;0,36;0;1;0,09;0
ENRU.MM;Enel Rossiya PAO;2018;0,26;0,17;0,34;0,11;25,15;0,09;-0,1;0,8;0,04;0,82;0,11;11;0,36;1;1;0,09;0
ENRU.MM;Enel Rossiya PAO;2017;0,21;0,24;0,26;0,08;25,12;0,11;0,36;0,81;0,04;1,25;0,06;11;0,27;1;1;0,09;0
ENRU.MM;Enel Rossiya PAO;2016;0,4;0,07;0,34;0,07;25,07;0,05;1,56;0,8;0,04;1;0;11;0,27;0;1;0,09;0
ENRU.MM;Enel Rossiya PAO;2015;0,5;0,1;0,43;0,07;25,18;-0,43;-0,66;0,67;0,09;0,81;0;11;0,18;0;1;0;0
VSYD.MM;Vyborgskiy Sudostroitel'nyi Zavod PAO;2021;9,03;-0,53;0,18;0,1;24,38;-0,04;-0,14;0,24;0;-1,59;0;6;0,17;1;0;0,17;1
VSYD.MM;Vyborgskiy Sudostroitel'nyi Zavod PAO;2020;-7,39;-0,96;0,21;0,07;23,9;-0,11;0,07;0,25;0,01;-1,51;0;7;0,14;1;0;0,14;1
VSYD.MM;Vyborgskiy Sudostroitel'nyi Zavod PAO;2019;-7,11;-0,97;0,32;0,1;23,25;-0,13;0,21;0,44;0,02;-0,92;0;7;0,14;1;0;0,14;0
VSYD.MM;Vyborgskiy Sudostroitel'nyi Zavod PAO;2018;-9,12;-0,38;0,22;0,1;23,22;-0,11;-3,73;0,32;0,01;-1,2;0;7;0,14;1;0;0;0
VSYD.MM;Vyborgskiy Sudostroitel'nyi Zavod PAO;2017;-0,53;-3,09;0,24;0,08;22,73;0,01;-1,32;0,44;0,02;-0,9;0;7;0,14;1;0;0;0
VSYD.MM;Vyborgskiy Sudostroitel'nyi Zavod PAO;2016;-15,1;-0,12;0,17;0,09;23,22;-0,09;-0,37;0,3;0,01;-1,43;0;7;0,14;1;0;0;0
VSYD.MM;Vyborgskiy Sudostroitel'nyi Zavod PAO;2015;4,55;-0,11;0,17;0,09;23,2;-0,13;-4,82;0,25;0,02;-1,88;0;7;0;1;0;0;0
KCHE.MM;Kamchatskenergo PAO;2021;0,55;0,35;0,43;0,1;24,18;0,12;-0,44;0,62;0,03;1,21;0;7;0;1;0;0,43;1
KCHE.MM;Kamchatskenergo PAO;2020;0,69;0,37;0,45;0,07;23,88;0,1;0,94;0,61;0,03;2,1;0;7;0;1;0;0,43;1
KCHE.MM;Kamchatskenergo PAO;2019;0,83;0,39;0,45;0,09;23,88;0,02;-0,02;0,56;0,03;3,09;0;7;0;1;0;0,43;0
KCHE.MM;Kamchatskenergo PAO;2018;0,81;0,36;0,44;0,12;23,72;0,04;0,17;0,51;0,02;2,62;0;7;0;1;0;0,29;0
KCHE.MM;Kamchatskenergo PAO;2017;0,78;0,77;0,43;0,07;23,64;0,4;0,54;0,45;0,01;3,82;0;7;0;1;0;0,14;0
KCHE.MM;Kamchatskenergo PAO;2016;-6,6;-0,48;0,35;0,08;22,75;-0,05;1,96;0,2;0,01;-1,16;0;7;0;1;0;0,14;0
KCHE.MM;Kamchatskenergo PAO;2015;-5,15;-0,46;0,41;0,08;22,72;-0,13;0,5;0,24;0,01;-0,52;0;7;0;1;0;0,14;0
MAGE.MM;Magadanenergo PAO;2021;0,32;0,35;0,43;0,09;23,37;0,2;0,15;0,79;0,05;0,79;0;9;0,22;1;0;0,33;1
MAGE.MM;Magadanenergo PAO;2020;0,6;0,19;0,4;0,06;23,09;0,1;0,25;0,78;0,04;1,7;0;9;0,22;1;0;0,33;1
MAGE.MM;Magadanenergo PAO;2019;0,63;0,06;0,43;0,05;22,81;0,08;-0,67;0,69;0,04;1,29;0;9;0,22;1;0;0,33;0
MAGE.MM;Magadanenergo PAO;2018;0,8;0,45;0,48;0,07;23,28;0,2;1,42;0,56;0,02;1,4;0;9;0,22;1;0;0,33;0
MAGE.MM;Magadanenergo PAO;2017;1,3;-2,91;0,41;0,08;23,03;0,08;41,97;0,56;0,03;-1,44;0;9;0,22;1;0;0,29;0
MAGE.MM;Magadanenergo PAO;2016;80,83;-18,45;0,36;0,05;22,85;-0,27;-1,04;0,53;0,04;-0,83;0;9;0,22;1;0;0,22;0
MAGE.MM;Magadanenergo PAO;2015;1,03;1,03;0,27;0,04;22,81;-0,19;-3,4;0,68;0,04;-39,35;-0,02;9;0,22;1;0;0,11;0
